original_index,track_id,song_name,artist,genre,chorus_ratio,syllable_density,sentiment_score,flesch_kincaid_readability,lsa_component_1,lsa_component_2,lsa_component_3
28911,Rock_01742,Across The Universe,David Bowie,Rock,0.4857,1.6503,0.0,0.0,0.0,0.0,0.0
28912,Rock_01743,Afraid,David Bowie,Rock,0.1154,1.6818,0.0,0.0,0.0,0.0,0.0
28914,Rock_01744,Aladdin Sane,David Bowie,Rock,0.5238,1.6531,0.0,0.0,0.0,0.0,0.0
28915,Rock_01745,All The Madmen,David Bowie,Rock,0.5205,1.3039,0.0,0.0,0.0,0.0,0.0
28917,Rock_01746,Always Crashing In The Same Car,David Bowie,Rock,0.1818,1.5476,0.0,0.0,0.0,0.0,0.0
28918,Rock_01747,Amlapura,David Bowie,Rock,0.28,1.7302,0.0,0.0,0.0,0.0,0.0
28919,Rock_01748,Amsterdam,David Bowie,Rock,0.1385,1.4753,0.0,0.0,0.0,0.0,0.0
28920,Rock_01749,An Occasional Dream,David Bowie,Rock,0.1875,1.519,0.0,0.0,0.0,0.0,0.0
28921,Rock_01750,Andy Warhol,David Bowie,Rock,0.3,1.4649,0.0,0.0,0.0,0.0,0.0
28922,Rock_01751,"Anyway, Anyhow, Anywhere",David Bowie,Rock,0.5238,2.2321,0.0,0.0,0.0,0.0,0.0
28923,Rock_01752,Ashes To Ashes,David Bowie,Rock,0.2424,1.5455,0.0,0.0,0.0,0.0,0.0
28924,Rock_01753,Baby Can Dance,David Bowie,Rock,0.8438,1.5577,0.0,0.0,0.0,0.0,0.0
28926,Rock_01754,Baby Loves That Way,David Bowie,Rock,0.6364,1.2879,0.0,0.0,0.0,0.0,0.0
28928,Rock_01755,Bang Bang,David Bowie,Rock,0.3214,1.2857,0.0,0.0,0.0,0.0,0.0
28929,Rock_01756,Beat Of Your Drum,David Bowie,Rock,0.6286,1.3357,0.0,0.0,0.0,0.0,0.0
28930,Rock_01757,Because You're Young,David Bowie,Rock,0.3333,1.6196,0.0,0.0,0.0,0.0,0.0
28931,Rock_01758,Big Brother,David Bowie,Rock,0.4444,1.7724,0.0,0.0,0.0,0.0,0.0
28932,Rock_01759,Black Tie White Noise,David Bowie,Rock,0.2632,1.3493,0.0,0.0,0.0,0.0,0.0
28933,Rock_01760,Blackout,David Bowie,Rock,0.1143,1.4444,0.0,0.0,0.0,0.0,0.0
28934,Rock_01761,Boss Of Me,David Bowie,Rock,0.6857,1.215,0.0,0.0,0.0,0.0,0.0
28935,Rock_01762,Boys Keep Swinging,David Bowie,Rock,0.5143,1.4819,0.0,0.0,0.0,0.0,0.0
28936,Rock_01763,Buddha Of Suburbia,David Bowie,Rock,0.4375,1.5176,0.0,0.0,0.0,0.0,0.0
28937,Rock_01764,Bus Stop,David Bowie,Rock,0.381,1.5352,0.0,0.0,0.0,0.0,0.0
28938,Rock_01765,Buzz The Fuzz,David Bowie,Rock,0.1111,1.5596,0.0,0.0,0.0,0.0,0.0
28939,Rock_01766,Can You Hear Me,David Bowie,Rock,0.3704,1.2909,0.0,0.0,0.0,0.0,0.0
28940,Rock_01767,Can't Help Thinking About Me,David Bowie,Rock,0.3784,1.4296,0.0,0.0,0.0,0.0,0.0
28941,Rock_01768,Cat People,David Bowie,Rock,0.2895,1.4909,0.0,0.0,0.0,0.0,0.0
28942,Rock_01769,Changes,David Bowie,Rock,0.4364,1.5286,0.0,0.0,0.0,0.0,0.0
28943,Rock_01770,Chant Of The Ever Circling Skeletal,David Bowie,Rock,0.9615,1.5938,0.0,0.0,0.0,0.0,0.0
28944,Rock_01771,Ching-a-Ling,David Bowie,Rock,0.3929,1.7031,0.0,0.0,0.0,0.0,0.0
28945,Rock_01772,Come And Buy My Toys,David Bowie,Rock,0.3077,1.4953,0.0,0.0,0.0,0.0,0.0
28946,Rock_01773,Crack City,David Bowie,Rock,0.2,1.5272,0.0,0.0,0.0,0.0,0.0
28947,Rock_01774,Cracked Actor,David Bowie,Rock,0.0952,1.5,0.0,0.0,0.0,0.0,0.0
28948,Rock_01775,Dancing With The Big Boys,David Bowie,Rock,0.5357,1.9048,0.0,0.0,0.0,0.0,0.0
28949,Rock_01776,Do Anything You Say,David Bowie,Rock,0.6129,1.625,0.0,0.0,0.0,0.0,0.0
28950,Rock_01777,Dodo,David Bowie,Rock,0.25,1.5778,0.0,0.0,0.0,0.0,0.0
28951,Rock_01778,Don't Bring Me Down,David Bowie,Rock,0.28,1.186,0.0,0.0,0.0,0.0,0.0
28952,Rock_01779,Everything's Alright,David Bowie,Rock,0.6757,1.7069,0.0,0.0,0.0,0.0,0.0
28953,Rock_01780,Fall Dog Bombs The Moon,David Bowie,Rock,0.4118,1.3333,0.0,0.0,0.0,0.0,0.0
28954,Rock_01781,Fame,David Bowie,Rock,0.2333,1.2079,0.0,0.0,0.0,0.0,0.0
28955,Rock_01782,Fantastic Voyage,David Bowie,Rock,0.2069,1.9184,0.0,0.0,0.0,0.0,0.0
28956,Rock_01783,Fascination,David Bowie,Rock,0.125,1.7361,0.0,0.0,0.0,0.0,0.0
28957,Rock_01784,Fashion,David Bowie,Rock,0.6889,1.5172,0.0,0.0,0.0,0.0,0.0
28958,Rock_01785,Fill Your Heart,David Bowie,Rock,0.4706,1.5976,0.0,0.0,0.0,0.0,0.0
28960,Rock_01786,Friday On My Mind,David Bowie,Rock,0.1111,1.4146,0.0,0.0,0.0,0.0,0.0
28961,Rock_01787,Get Real,David Bowie,Rock,0.375,1.3396,0.0,0.0,0.0,0.0,0.0
28962,Rock_01788,Girls,David Bowie,Rock,0.6774,1.5377,0.0,0.0,0.0,0.0,0.0
28963,Rock_01789,Glass Spider,David Bowie,Rock,0.2143,1.634,0.0,0.0,0.0,0.0,0.0
28964,Rock_01790,God Knows I'm Good,David Bowie,Rock,0.4211,1.5066,0.0,0.0,0.0,0.0,0.0
28965,Rock_01791,Golden Years,David Bowie,Rock,0.72,1.2973,0.0,0.0,0.0,0.0,0.0
28966,Rock_01792,Good Morning Girl,David Bowie,Rock,0.9143,1.1592,0.0,0.0,0.0,0.0,0.0
28967,Rock_01793,Hallo Spaceboy,David Bowie,Rock,0.4643,1.3944,0.0,0.0,0.0,0.0,0.0
28969,Rock_01794,Heaven's In Here,David Bowie,Rock,0.4571,1.58,0.0,0.0,0.0,0.0,0.0
28970,Rock_01795,Hurt,David Bowie,Rock,0.4324,1.5325,0.0,0.0,0.0,0.0,0.0
28971,Rock_01796,I Can't Read,David Bowie,Rock,0.1,1.4643,0.0,0.0,0.0,0.0,0.0
28972,Rock_01797,I'd Rather Be High,David Bowie,Rock,0.3421,1.4933,0.0,0.0,0.0,0.0,0.0
28973,Rock_01798,If There Is Something,David Bowie,Rock,0.2857,1.434,0.0,0.0,0.0,0.0,0.0
28974,Rock_01799,I'm Afraid Of Americans,David Bowie,Rock,0.7111,1.966,0.0,0.0,0.0,0.0,0.0
28975,Rock_01800,Imagination,David Bowie,Rock,0.6047,2.3137,0.0,0.0,0.0,0.0,0.0
28976,Rock_01801,It's Gonna Be Me,David Bowie,Rock,0.3333,1.3761,0.0,0.0,0.0,0.0,0.0
28978,Rock_01802,"It's No Game, Pt. 1",David Bowie,Rock,0.0513,2.0,0.0,0.0,0.0,0.0,0.0
28979,Rock_01803,Janine,David Bowie,Rock,0.3333,1.637,0.0,0.0,0.0,0.0,0.0
28980,Rock_01804,Joe The Lion,David Bowie,Rock,0.3947,1.3039,0.0,0.0,0.0,0.0,0.0
28981,Rock_01805,"John, I'm Only Dancing",David Bowie,Rock,0.1176,1.4627,0.0,0.0,0.0,0.0,0.0
28983,Rock_01806,Julie,David Bowie,Rock,0.2895,1.5474,0.0,0.0,0.0,0.0,0.0
28984,Rock_01807,Jump They Say,David Bowie,Rock,0.3571,1.4074,0.0,0.0,0.0,0.0,0.0
28985,Rock_01808,Karma Man,David Bowie,Rock,0.4231,1.5841,0.0,0.0,0.0,0.0,0.0
28986,Rock_01809,Kingdom Come,David Bowie,Rock,0.4828,1.4519,0.0,0.0,0.0,0.0,0.0
28987,Rock_01810,Look Back In Anger,David Bowie,Rock,0.4348,1.434,0.0,0.0,0.0,0.0,0.0
28988,Rock_01811,Looking For A Friend,David Bowie,Rock,0.5312,1.4495,0.0,0.0,0.0,0.0,0.0
28989,Rock_01812,Looking For Satellites,David Bowie,Rock,0.7188,1.887,0.0,0.0,0.0,0.0,0.0
28990,Rock_01813,Looking For Water,David Bowie,Rock,0.6316,1.626,0.0,0.0,0.0,0.0,0.0
28991,Rock_01814,Lucy Can't Dance,David Bowie,Rock,0.4194,1.55,0.0,0.0,0.0,0.0,0.0
28992,Rock_01815,Magic Dance,David Bowie,Rock,0.68,1.5596,0.0,0.0,0.0,0.0,0.0
28994,Rock_01816,Memory Of A Free Festival,David Bowie,Rock,0.1667,1.6667,0.0,0.0,0.0,0.0,0.0
28995,Rock_01817,Memory Of A Free Festival Part 2,David Bowie,Rock,1.0,1.7701,0.0,0.0,0.0,0.0,0.0
28996,Rock_01818,Miracle Goodnight,David Bowie,Rock,0.3077,1.7008,0.0,0.0,0.0,0.0,0.0
4231,Rock_01819,Expresso Love,Dire Straits,Rock,0.0513,1.5556,0.0,0.0,0.0,0.0,0.0
4232,Rock_01820,I Think I Love You Too Much,Dire Straits,Rock,0.8,1.4109,0.0,0.0,0.0,0.0,0.0
4236,Rock_01821,On Every Street,Dire Straits,Rock,0.125,1.9036,0.0,0.0,0.0,0.0,0.0
4237,Rock_01822,Ride Across The River,Dire Straits,Rock,0.3333,1.5116,0.0,0.0,0.0,0.0,0.0
4238,Rock_01823,Skateaway,Dire Straits,Rock,0.4706,1.4905,0.0,0.0,0.0,0.0,0.0
4239,Rock_01824,Tunnel Of Love,Dire Straits,Rock,0.3556,1.5174,0.0,0.0,0.0,0.0,0.0
4240,Rock_01825,Why Worry,Dire Straits,Rock,0.5,1.4355,0.0,0.0,0.0,0.0,0.0
4241,Rock_01826,Wonderful Tonight,Dire Straits,Rock,0.1429,1.5507,0.0,0.0,0.0,0.0,0.0
4242,Rock_01827,You And Your Friend,Dire Straits,Rock,0.375,1.4286,0.0,0.0,0.0,0.0,0.0
4243,Rock_01828,Your Latest Trick,Dire Straits,Rock,0.3333,1.6754,0.0,0.0,0.0,0.0,0.0
29823,Rock_01829,Angel Of Mercy,Dire Straits,Rock,0.25,1.5,0.0,0.0,0.0,0.0,0.0
29825,Rock_01830,Calling Elvis,Dire Straits,Rock,0.6,1.4875,0.0,0.0,0.0,0.0,0.0
29826,Rock_01831,Communique,Dire Straits,Rock,0.5128,1.8,0.0,0.0,0.0,0.0,0.0
29828,Rock_01832,Eastbound Train,Dire Straits,Rock,0.24,1.5138,0.0,0.0,0.0,0.0,0.0
29829,Rock_01833,Fade To Black,Dire Straits,Rock,0.1176,1.6415,0.0,0.0,0.0,0.0,0.0
29830,Rock_01834,Follow Me Home,Dire Straits,Rock,0.1667,1.4028,0.0,0.0,0.0,0.0,0.0
29832,Rock_01835,Heavy Fuel,Dire Straits,Rock,0.3704,1.3277,0.0,0.0,0.0,0.0,0.0
29833,Rock_01836,How Long,Dire Straits,Rock,0.2778,1.1455,0.0,0.0,0.0,0.0,0.0
29834,Rock_01837,If I Had You,Dire Straits,Rock,0.0909,1.2581,0.0,0.0,0.0,0.0,0.0
29836,Rock_01838,It Never Rains,Dire Straits,Rock,0.0833,1.5578,0.0,0.0,0.0,0.0,0.0
29837,Rock_01839,Kingdome Come,Dire Straits,Rock,0.3514,1.3765,0.0,0.0,0.0,0.0,0.0
29838,Rock_01840,Lady Writer,Dire Straits,Rock,0.4118,1.5714,0.0,0.0,0.0,0.0,0.0
29839,Rock_01841,Love Over Gold,Dire Straits,Rock,0.0909,1.625,0.0,0.0,0.0,0.0,0.0
29840,Rock_01842,Millionaire Blues,Dire Straits,Rock,0.1892,1.5541,0.0,0.0,0.0,0.0,0.0
29841,Rock_01843,Money For Nothing,Dire Straits,Rock,0.3333,1.6036,0.0,0.0,0.0,0.0,0.0
29842,Rock_01844,My Parties,Dire Straits,Rock,0.1667,1.5862,0.0,0.0,0.0,0.0,0.0
29843,Rock_01845,News,Dire Straits,Rock,0.425,1.2844,0.0,0.0,0.0,0.0,0.0
29844,Rock_01846,Once Upon A Time In The West,Dire Straits,Rock,0.2273,1.5238,0.0,0.0,0.0,0.0,0.0
29845,Rock_01847,One World,Dire Straits,Rock,0.0952,1.6316,0.0,0.0,0.0,0.0,0.0
29847,Rock_01848,Portobello Belle,Dire Straits,Rock,0.3095,1.6343,0.0,0.0,0.0,0.0,0.0
29849,Rock_01849,Romeo And Juliet,Dire Straits,Rock,0.4,1.4976,0.0,0.0,0.0,0.0,0.0
29851,Rock_01850,Single Handed Sailor,Dire Straits,Rock,0.1429,1.5505,0.0,0.0,0.0,0.0,0.0
29853,Rock_01851,So Far Away,Dire Straits,Rock,0.7778,1.5217,0.0,0.0,0.0,0.0,0.0
29854,Rock_01852,Solid Rock,Dire Straits,Rock,0.25,1.3712,0.0,0.0,0.0,0.0,0.0
29856,Rock_01853,Stop Being Greedy,Dire Straits,Rock,0.1,1.3955,0.0,0.0,0.0,0.0,0.0
29857,Rock_01854,Sultans Of Swing,Dire Straits,Rock,0.0588,1.461,0.0,0.0,0.0,0.0,0.0
29859,Rock_01855,The Bug,Dire Straits,Rock,0.5227,2.0184,0.0,0.0,0.0,0.0,0.0
29860,Rock_01856,The Long Highway,Dire Straits,Rock,0.4667,1.3171,0.0,0.0,0.0,0.0,0.0
29861,Rock_01857,The Man's Too Strong,Dire Straits,Rock,0.25,1.4911,0.0,0.0,0.0,0.0,0.0
29862,Rock_01858,Ticket To Heaven,Dire Straits,Rock,0.3784,1.6512,0.0,0.0,0.0,0.0,0.0
29863,Rock_01859,Twisting By The Pool,Dire Straits,Rock,0.4194,1.5149,0.0,0.0,0.0,0.0,0.0
29864,Rock_01860,Two Young Lovers,Dire Straits,Rock,0.0625,1.4569,0.0,0.0,0.0,0.0,0.0
29865,Rock_01861,Walk Of Life,Dire Straits,Rock,0.6364,1.6441,0.0,0.0,0.0,0.0,0.0
29866,Rock_01862,Water Of Love,Dire Straits,Rock,0.1,1.5195,0.0,0.0,0.0,0.0,0.0
29867,Rock_01863,What's The Matter Baby?,Dire Straits,Rock,0.5,1.4696,0.0,0.0,0.0,0.0,0.0
29868,Rock_01864,When It Comes To You,Dire Straits,Rock,0.5455,1.3537,0.0,0.0,0.0,0.0,0.0
29869,Rock_01865,Where Do You Think You're Going ?,Dire Straits,Rock,0.6071,1.3295,0.0,0.0,0.0,0.0,0.0
4629,Rock_01866,Chug All Night,Eagles,Rock,0.1951,1.5,0.0,0.0,0.0,0.0,0.0
4631,Rock_01867,Falling Down The Stairs,Eagles,Rock,0.5385,1.2716,0.0,0.0,0.0,0.0,0.0
4632,Rock_01868,I Wish You Peace,Eagles,Rock,0.1,1.2353,0.0,0.0,0.0,0.0,0.0
4633,Rock_01869,It's Your World Now,Eagles,Rock,0.2059,1.4,0.0,0.0,0.0,0.0,0.0
4634,Rock_01870,James Dean,Eagles,Rock,0.5455,1.2937,0.0,0.0,0.0,0.0,0.0
4635,Rock_01871,Life's Been Good,Eagles,Rock,0.0455,1.5929,0.0,0.0,0.0,0.0,0.0
4636,Rock_01872,My Man,Eagles,Rock,0.0952,1.3776,0.0,0.0,0.0,0.0,0.0
4637,Rock_01873,Outlaw Man,Eagles,Rock,0.25,1.4128,0.0,0.0,0.0,0.0,0.0
4638,Rock_01874,Peaceful Easy Feeling,Eagles,Rock,0.5385,1.5287,0.0,0.0,0.0,0.0,0.0
4639,Rock_01875,Please Come Home For Christmas,Eagles,Rock,0.1053,1.4521,0.0,0.0,0.0,0.0,0.0
4640,Rock_01876,Pretty Maids All In A Row,Eagles,Rock,0.32,1.5946,0.0,0.0,0.0,0.0,0.0
4641,Rock_01877,Seven Bridges Road,Eagles,Rock,0.1875,1.625,0.0,0.0,0.0,0.0,0.0
4642,Rock_01878,Take The Devil,Eagles,Rock,0.1667,1.4688,0.0,0.0,0.0,0.0,0.0
4643,Rock_01879,The Girl From Yesterday,Eagles,Rock,0.1176,1.5111,0.0,0.0,0.0,0.0,0.0
4644,Rock_01880,Try And Love Again,Eagles,Rock,0.3333,1.1659,0.0,0.0,0.0,0.0,0.0
30712,Rock_01881,All By Myself,Eagles,Rock,0.7576,1.6892,0.0,0.0,0.0,0.0,0.0
30713,Rock_01882,All Night Long,Eagles,Rock,0.4118,1.1552,0.0,0.0,0.0,0.0,0.0
30714,Rock_01883,Already Gone,Eagles,Rock,0.087,1.3689,0.0,0.0,0.0,0.0,0.0
30715,Rock_01884,Bitter Creek,Eagles,Rock,0.1154,1.1149,0.0,0.0,0.0,0.0,0.0
30716,Rock_01885,Earlybird,Eagles,Rock,0.1379,1.3218,0.0,0.0,0.0,0.0,0.0
30717,Rock_01886,Guilty Of The Crime,Eagles,Rock,0.5667,1.6505,0.0,0.0,0.0,0.0,0.0
30718,Rock_01887,Hotel California (Album Version),Eagles,Rock,0.1818,1.7303,0.0,0.0,0.0,0.0,0.0
30719,Rock_01888,How Long,Eagles,Rock,0.3929,1.3942,0.0,0.0,0.0,0.0,0.0
30720,Rock_01889,In The City,Eagles,Rock,0.3913,1.6349,0.0,0.0,0.0,0.0,0.0
30721,Rock_01890,Last Good Time In Town,Eagles,Rock,0.5714,1.5,0.0,0.0,0.0,0.0,0.0
30722,Rock_01891,Learn To Be Still,Eagles,Rock,0.1389,1.6556,0.0,0.0,0.0,0.0,0.0
30723,Rock_01892,Love Will Keep Us Alive,Eagles,Rock,0.6538,1.7733,0.0,0.0,0.0,0.0,0.0
30724,Rock_01893,Midnight Flyer,Eagles,Rock,0.5455,1.4257,0.0,0.0,0.0,0.0,0.0
30725,Rock_01894,Most Of Us Are Sad,Eagles,Rock,0.4,1.3617,0.0,0.0,0.0,0.0,0.0
30726,Rock_01895,Music,Eagles,Rock,0.9091,1.6809,0.0,0.0,0.0,0.0,0.0
30727,Rock_01896,New Years Eve,Eagles,Rock,0.5357,1.7339,0.0,0.0,0.0,0.0,0.0
30728,Rock_01897,Nightingale,Eagles,Rock,0.2979,1.4474,0.0,0.0,0.0,0.0,0.0
30729,Rock_01898,No More Cloudy Days,Eagles,Rock,0.2857,1.562,0.0,0.0,0.0,0.0,0.0
30730,Rock_01899,Still Got The Blues,Eagles,Rock,0.3478,1.2564,0.0,0.0,0.0,0.0,0.0
30731,Rock_01900,Take It Easy,Eagles,Rock,0.1667,1.3333,0.0,0.0,0.0,0.0,0.0
30732,Rock_01901,Too Many Hands,Eagles,Rock,0.3438,1.3919,0.0,0.0,0.0,0.0,0.0
30733,Rock_01902,Train Leaves Here This Morning,Eagles,Rock,0.1111,1.5464,0.0,0.0,0.0,0.0,0.0
30734,Rock_01903,Twenty-One,Eagles,Rock,0.2273,1.4118,0.0,0.0,0.0,0.0,0.0
30735,Rock_01904,You Are Not Alone,Eagles,Rock,0.25,1.7455,0.0,0.0,0.0,0.0,0.0
6571,Rock_01905,Alone Tonight,Genesis,Rock,0.4118,1.5512,0.0,0.0,0.0,0.0,0.0
6572,Rock_01906,Anything She Does,Genesis,Rock,0.4,1.4766,0.0,0.0,0.0,0.0,0.0
6574,Rock_01907,Banjo Man,Genesis,Rock,0.3226,1.5929,0.0,0.0,0.0,0.0,0.0
6575,Rock_01908,Deep In The Motherlode,Genesis,Rock,0.0741,1.4336,0.0,0.0,0.0,0.0,0.0
6576,Rock_01909,Dodo,Genesis,Rock,0.1538,1.3191,0.0,0.0,0.0,0.0,0.0
6577,Rock_01910,Domino--In The Glow Of The Night,Genesis,Rock,0.4211,1.5478,0.0,0.0,0.0,0.0,0.0
6579,Rock_01911,Heathaze,Genesis,Rock,0.0714,1.6423,0.0,0.0,0.0,0.0,0.0
6580,Rock_01912,If That's What You Need,Genesis,Rock,0.3871,1.6226,0.0,0.0,0.0,0.0,0.0
6581,Rock_01913,Illegal Alien,Genesis,Rock,0.3548,1.7087,0.0,0.0,0.0,0.0,0.0
6582,Rock_01914,Image Blown Out,Genesis,Rock,0.2759,1.581,0.0,0.0,0.0,0.0,0.0
6583,Rock_01915,In Hiding,Genesis,Rock,0.4722,1.3247,0.0,0.0,0.0,0.0,0.0
6584,Rock_01916,In Limbo,Genesis,Rock,0.625,1.5195,0.0,0.0,0.0,0.0,0.0
6585,Rock_01917,In The Beginning,Genesis,Rock,0.8529,1.766,0.0,0.0,0.0,0.0,0.0
6587,Rock_01918,It's Yourself,Genesis,Rock,0.25,1.3265,0.0,0.0,0.0,0.0,0.0
6588,Rock_01919,Let Us Now Make Love,Genesis,Rock,0.5957,1.3989,0.0,0.0,0.0,0.0,0.0
6589,Rock_01920,Like It Or Not,Genesis,Rock,0.2955,1.5148,0.0,0.0,0.0,0.0,0.0
6590,Rock_01921,Man On The Corner,Genesis,Rock,0.4483,1.7347,0.0,0.0,0.0,0.0,0.0
6591,Rock_01922,Papa He Said,Genesis,Rock,0.3333,1.4622,0.0,0.0,0.0,0.0,0.0
6592,Rock_01923,Taking It All Too Hard,Genesis,Rock,0.6216,1.72,0.0,0.0,0.0,0.0,0.0
6593,Rock_01924,Tell Me Why,Genesis,Rock,0.3488,1.4333,0.0,0.0,0.0,0.0,0.0
6594,Rock_01925,That's All,Genesis,Rock,0.6047,1.3581,0.0,0.0,0.0,0.0,0.0
6595,Rock_01926,The Guaranteed Eternal Sanctuary Man,Genesis,Rock,0.1111,1.5538,0.0,0.0,0.0,0.0,0.0
6596,Rock_01927,The Lamb Lies Down On Broadway,Genesis,Rock,0.1136,1.6797,0.0,0.0,0.0,0.0,0.0
6597,Rock_01928,There Must Be Some Other Way,Genesis,Rock,0.425,1.4488,0.0,0.0,0.0,0.0,0.0
6598,Rock_01929,Visions Of Angels,Genesis,Rock,0.3636,1.6942,0.0,0.0,0.0,0.0,0.0
6599,Rock_01930,Window,Genesis,Rock,0.2258,1.594,0.0,0.0,0.0,0.0,0.0
33401,Rock_01931,A Trick Of The Tail,Genesis,Rock,0.3,1.5926,0.0,0.0,0.0,0.0,0.0
33402,Rock_01932,A Winter's Tale,Genesis,Rock,0.4571,1.6364,0.0,0.0,0.0,0.0,0.0
33403,Rock_01933,Abacab,Genesis,Rock,0.3529,1.7895,0.0,0.0,0.0,0.0,0.0
33404,Rock_01934,Afterglow,Genesis,Rock,0.4615,1.5844,0.0,0.0,0.0,0.0,0.0
33405,Rock_01935,Alien Afternoon,Genesis,Rock,0.2979,1.6433,0.0,0.0,0.0,0.0,0.0
33406,Rock_01936,All In A Mouse's Night,Genesis,Rock,0.0417,1.4194,0.0,0.0,0.0,0.0,0.0
33407,Rock_01937,Am I Very Wrong?,Genesis,Rock,0.7308,1.525,0.0,0.0,0.0,0.0,0.0
33408,Rock_01938,Another Record,Genesis,Rock,0.6667,1.6635,0.0,0.0,0.0,0.0,0.0
33409,Rock_01939,Back In N.Y.C.,Genesis,Rock,0.2041,1.5911,0.0,0.0,0.0,0.0,0.0
33411,Rock_01940,Behind The Lines,Genesis,Rock,0.0645,1.4679,0.0,0.0,0.0,0.0,0.0
33413,Rock_01941,Burning Rope,Genesis,Rock,0.7143,1.6014,0.0,0.0,0.0,0.0,0.0
33414,Rock_01942,Calling All Stations,Genesis,Rock,0.4082,1.8836,0.0,0.0,0.0,0.0,0.0
33416,Rock_01943,Congo,Genesis,Rock,0.4865,1.6803,0.0,0.0,0.0,0.0,0.0
33417,Rock_01944,Counting Out Time,Genesis,Rock,0.1333,1.5947,0.0,0.0,0.0,0.0,0.0
33419,Rock_01945,Dance On A Volcano,Genesis,Rock,0.1,1.4052,0.0,0.0,0.0,0.0,0.0
33420,Rock_01946,Domino,Genesis,Rock,0.3478,1.5983,0.0,0.0,0.0,0.0,0.0
33421,Rock_01947,Domino--The Last Domino,Genesis,Rock,0.2955,1.6333,0.0,0.0,0.0,0.0,0.0
33422,Rock_01948,Down And Out,Genesis,Rock,0.1714,1.3169,0.0,0.0,0.0,0.0,0.0
33423,Rock_01949,Dreaming While You Sleep,Genesis,Rock,0.4894,1.4855,0.0,0.0,0.0,0.0,0.0
33424,Rock_01950,Driving The Last Spike,Genesis,Rock,0.314,1.49,0.0,0.0,0.0,0.0,0.0
33425,Rock_01951,Duchess,Genesis,Rock,0.1333,1.7426,0.0,0.0,0.0,0.0,0.0
33426,Rock_01952,Eleventh Earl Of Mar,Genesis,Rock,0.0702,1.601,0.0,0.0,0.0,0.0,0.0
33427,Rock_01953,Entangled,Genesis,Rock,0.0625,1.6923,0.0,0.0,0.0,0.0,0.0
33428,Rock_01954,Evidence Of Autumn,Genesis,Rock,0.3143,1.6033,0.0,0.0,0.0,0.0,0.0
33429,Rock_01955,Fading Lights,Genesis,Rock,0.4286,1.7273,0.0,0.0,0.0,0.0,0.0
33430,Rock_01956,Feeding The Fire,Genesis,Rock,0.2333,1.5963,0.0,0.0,0.0,0.0,0.0
33431,Rock_01957,Fireside Song,Genesis,Rock,0.7143,1.8678,0.0,0.0,0.0,0.0,0.0
33432,Rock_01958,Firth Of Fifth,Genesis,Rock,0.1481,1.6235,0.0,0.0,0.0,0.0,0.0
33433,Rock_01959,Follow You Follow Me,Genesis,Rock,0.24,1.5,0.0,0.0,0.0,0.0,0.0
33435,Rock_01960,Happy The Man,Genesis,Rock,0.25,1.4167,0.0,0.0,0.0,0.0,0.0
33436,Rock_01961,Harlequin,Genesis,Rock,0.25,1.6076,0.0,0.0,0.0,0.0,0.0
33437,Rock_01962,Hearts On Fire,Genesis,Rock,0.5862,1.3054,0.0,0.0,0.0,0.0,0.0
33438,Rock_01963,Hold On My Heart,Genesis,Rock,0.4242,1.4932,0.0,0.0,0.0,0.0,0.0
33439,Rock_01964,Home By The Sea,Genesis,Rock,0.5,1.6065,0.0,0.0,0.0,0.0,0.0
33440,Rock_01965,I Can't Dance,Genesis,Rock,0.2632,1.4138,0.0,0.0,0.0,0.0,0.0
33441,Rock_01966,In The Wilderness,Genesis,Rock,0.7297,1.7227,0.0,0.0,0.0,0.0,0.0
33442,Rock_01967,In Too Deep,Genesis,Rock,0.4706,1.4516,0.0,0.0,0.0,0.0,0.0
33443,Rock_01968,Inside And Out,Genesis,Rock,0.3684,1.4609,0.0,0.0,0.0,0.0,0.0
33444,Rock_01969,Invisible Touch,Genesis,Rock,0.6667,1.5847,0.0,0.0,0.0,0.0,0.0
33445,Rock_01970,It's Gonna Get Better,Genesis,Rock,0.3,1.5583,0.0,0.0,0.0,0.0,0.0
33446,Rock_01971,Jesus He Knows Me,Genesis,Rock,0.3226,1.5859,0.0,0.0,0.0,0.0,0.0
33447,Rock_01972,Keep It Dark,Genesis,Rock,0.3125,1.4118,0.0,0.0,0.0,0.0,0.0
33448,Rock_01973,Land Of Confusion,Genesis,Rock,0.4286,1.5033,0.0,0.0,0.0,0.0,0.0
33449,Rock_01974,Lilywhite Lilith,Genesis,Rock,0.2857,1.5,0.0,0.0,0.0,0.0,0.0
33450,Rock_01975,Living Forever,Genesis,Rock,0.25,1.7263,0.0,0.0,0.0,0.0,0.0
33451,Rock_01976,Looking For Someone,Genesis,Rock,0.1071,1.5882,0.0,0.0,0.0,0.0,0.0
33453,Rock_01977,Lurker,Genesis,Rock,0.625,1.4091,0.0,0.0,0.0,0.0,0.0
33454,Rock_01978,Mama,Genesis,Rock,0.2162,1.4375,0.0,0.0,0.0,0.0,0.0
33455,Rock_01979,Man Of Our Times,Genesis,Rock,0.75,1.5746,0.0,0.0,0.0,0.0,0.0
33456,Rock_01980,Many Too Many,Genesis,Rock,0.2308,1.3902,0.0,0.0,0.0,0.0,0.0
33457,Rock_01981,Me And Sarah Jane,Genesis,Rock,0.1778,1.4646,0.0,0.0,0.0,0.0,0.0
